Sign,H1 FingerSelection,H1 Aperture,H1 Curve,H1 Bent,H1 Facing,H1 Focus,H1 Width,Dynamic Orientation,Location,Plane,Settings,Path,H2 FingerSelection,H2 Aperture,H2 Curve,H2 Bent,H2 Width,H2 Facing,H2 Focus,url,file,labeled_url,iconic,Anna_Klezovich_comments,segment,manner_tense,manner_repeated,manner_laceration,manner_symmetrical,manner_alternating,manner_biderectional,na_n
сдерживать,[fist],NA,NA,NA,NA,NA,NA,NA,trunk,NA,"high-low,far-near",straight,NA,NA,NA,NA,NA,NA,NA,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5362--сдерживать--сдерживать.mp4?raw=true,сдерживать--сдерживать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5362--сдерживать--сдерживать.mp4?raw=true' target='_blank'>сдерживать</a>,iconic,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15
